createdAt;updatedAt;importId;externalId;source;title;subtitle;externalLink;state;types;isbn10;isbn13;releaseDate;description;remoteImageUrl;thumbnailRemoteImageUrl;externalAverageRating;userRating;pages;languages;purchaseDate;series;location;bookcase;shelf;authors;publishers;categories;tags;readingStatus;startReading;endReading
2023-01-03;2023-01-29;3C5C0A7D-8131-4FAD-BE63-114FC663A2F8;IJOMEAAAQBAJ;GOOGLE_BOOKS;The Genius of Dogs;;http://books.google.de/books?id=IJOMEAAAQBAJ&hl=&source=gbs_api;BOOKSHELF;PAPERBACK;0142180467;9780142180464;2013-10-29;"The perfect gift for dog lovers and readers of Inside of a Dog by Alexandra Horowitz—this New York Times bestseller offers mesmerizing insights into the thoughts and lives of our smartest and most beloved pets.
Does your dog feel guilt? Is she pretending she can't hear you? Does she want affection—or just your sandwich? In their New York Times bestselling book Th­e Genius of Dogs, husband and wife team Brian Hare and Vanessa Woods lay out landmark discoveries from the Duke Canine Cognition Center and other research facilities around the world to reveal how your dog thinks and how we humans can have even deeper relationships with our best four-legged friends.

Breakthroughs in cognitive science have proven dogs have a kind of genius for getting along with people that is unique in the animal kingdom. This dog genius revolution is transforming how we live and work with dogs of all breeds, and what it means for you in your daily life with your canine friend.


";http://books.google.com/books/publisher/content?id=IJOMEAAAQBAJ&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE70mBdprrOqyDzV4cnRsm0-DYgzq2UUFj__HLIpBFO4nGYYcGFjerPP2rsTsp5rCgcwnqvg-fDutruSegIhymzeH07JYIpg-vcYztjWCStEu79HITLmxer6Zz3X2c_rIgCOj2VNF&source=gbs_api;http://books.google.com/books/publisher/content?id=IJOMEAAAQBAJ&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE70mBdprrOqyDzV4cnRsm0-DYgzq2UUFj__HLIpBFO4nGYYcGFjerPP2rsTsp5rCgcwnqvg-fDutruSegIhymzeH07JYIpg-vcYztjWCStEu79HITLmxer6Zz3X2c_rIgCOj2VNF&source=gbs_api;4.0;;384;en;;;;;;"Hare,Brian;Woods,Vanessa";Penguin Publishing Group;"Behaviorism;Biology;Biology;Dogs;General;Life Sciences;Movements;Movements;Pets;Psychology;Science";;read;2023-01-03;2023-01-05
2022-08-17;2022-08-29;DB468B67-FE7D-44CF-8418-7E4473F44487;iagSEAAAQBAJ;GOOGLE_BOOKS;The Hero with a Thousand Faces;;http://books.google.de/books?id=iagSEAAAQBAJ&pg=PT11&dq=The+hero+with+a&hl=&cd=3&source=gbs_api;BOOKSHELF;PAPERBACK;1611780322;9781611780321;2020-11-06;"Explore the Hero's Journey in stories as old as humanity and as new as last night's dream The latest incarnation of Oedipus, the continued romance of Beauty and the Beast, stand this afternoon on the corner of 42nd Street and Fifth Avenue, waiting for the traffic light to change. — Joseph Campbell Since its release in 1949, The Hero with a Thousand Faceshas influenced millions of readers by combining the insights of modern psychology with Joseph Campbell’s revolutionary understanding of comparative mythology. In these pages, Campbell outlines the Hero’s Journey, a universal motif of adventure and transformation that runs through virtually all of the world’s mythic traditions. He also explores the Cosmogonic Cycle, the mythic pattern of world creation and destruction. As part of the Joseph Campbell Foundation’s Collected Works of Joseph Campbell, this third edition features expanded illustrations, a comprehensive bibliography, and more accessible sidebars. As relevant today as when it was first published, The Hero with a Thousand Faces continues to find new audiences in fields ranging from religion and anthropology to literature and film studies. The book has also profoundly influenced creative artists—including authors, songwriters, game designers, and filmmakers—and continues to inspire all those interested in the inherent human need to tell stories. Reviews: “I have returned to no other book more often since leaving college than this one, and every time I discover new insight into the human journey. Every generation will find in Hero wisdom for the ages.” — Bill Moyers “In the three decades since I discovered The Hero with a Thousand Faces, it has continued to fascinate and inspire me. Joseph Campbell peers through centuries and shows us that we are all connected by a basic need to hear stories and understand ourselves. As a book, it is wonderful to read; as illumination into the human condition, it is a revelation.” — George Lucas “Campbell’s words carry extraordinary weight, not only among scholars but among a wide range of other people who find his search down mythological pathways relevant to their lives today....The book for which he is most famous, The Hero with a Thousand Faces [is] a brilliant examination, through ancient hero myths, of man’s eternal struggle for identity.” — Time";http://books.google.com/books/publisher/content?id=iagSEAAAQBAJ&printsec=frontcover&img=1&zoom=2&edge=curl&imgtk=AFLRE72Sc_5FkSgaouxg0z6z14WB9vz1DT98vTuNjj2cwJZ46n29fA9trRowYEMq5kph6GrDWsTCkqg_PBPDx3uB0dBxiRsDqNNQ_BQzLdGiD2aiK5lUEQkFntLjO54cnjFlFQ6dOXxR&source=gbs_api;http://books.google.com/books/content?id=iagSEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;5.0;;430;en;;;;;;Campbell,Joseph;Joseph Campbell Foundation;Social Science;;read;2022-08-17;2022-08-27
2021-01-29;2022-08-08;5247D840-BF73-42B4-8975-B2A9EB08A7EF;82qoNAEACAAJ;GOOGLE_BOOKS;The Power of Positive Dog Training;;http://books.google.de/books?id=82qoNAEACAAJ&hl=&source=gbs_api;BOOKSHELF;PAPERBACK;0470241845;9780470241844;2008-04-21;"A renowned dog trainer gives you the positive training tools you need to share a lifetime of fun, companionship, and respect with your dog. Plus, you'll get: information on the importance of observing, understanding, and reacting appropriately to your dog's body language; instructions on how to phase out the use of a clicker and treats to introduce more advanced training concepts; a diary to track progress; suggestions for treats your dog will respond to; and a glossary of training terms.";;http://books.google.com/books/content?id=82qoNAEACAAJ&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE721jXPJXWYU2-NyPF56oHdwzhJf93kLhK_noNg7w0_1AwtGtgdnRgoYXWVt2ZdRRLWz70v2cPANDzldzRBzBZbiYKuWlktmP7JbTzC2r_GQ6IEMJ4SJB39A572vICCefTugLlCD&source=gbs_api;4.0;;288;;;;;;;Miller,Pat;Wiley;Animals;Dog|||#020066;read;2021-07-09;2021-08-17
2022-08-30;2022-09-01;8FD05795-C3E1-4134-A652-EC353373EC5B;ZFdhcAAACAAJ;GOOGLE_BOOKS;The Psychedelic Explorer's Guide;;http://books.google.de/books?id=ZFdhcAAACAAJ&dq=isbn:9781594774027&hl=&cd=1&source=gbs_api;BOOKSHELF;PAPERBACK;1594774021;9781594774027;2011-05-18;Psychedelics for spiritual, therapeutic, and problem-solving use • Presents practices for safe and successful psychedelic voyages, including the benefits of having a guide and how to be a guide • Reviews the value of psychedelics for healing and self-discovery as well as how LSD has facilitated scientific and technical problem-solving • Reveals how microdosing (ultra-low doses) improve cognitive functioning, emotional balance, and physical stamina • This year 600,000 people in the U.S. alone will try LSD for the the first time, joining the 23 million who have already experimented with this substance Called “America’s wisest and most respected authority on psychedelics and their use,” James Fadiman has been involved with psychedelic research since the 1960s. In this guide to the immediate and long-term effects of psychedelic use for spiritual (high dose), therapeutic (moderate dose), and problem-solving (low dose and microdose) purposes, Fadiman outlines best practices for safe, sacred entheogenic voyages learned through his more than 40 years of experience--from the benefits of having a sensitive guide during a session (and how to be one) to the importance of the setting and pre-session intention. Fadiman reviews the newest as well as the neglected research into the psychotherapeutic value of visionary drug use for increased personal awareness and a host of serious medical conditions, including his recent study of the reasons for and results of psychedelic use among hundreds of students and professionals. He reveals new uses for LSD and other psychedelics, including microdosing, extremely low doses for improved cognitive functioning and emotional balance. Cautioning that psychedelics are not for everyone, he dispels the myths and misperceptions about psychedelics circulating in textbooks and clinics as well as on the internet. Exploring the life-changing experiences of Ram Dass, Timothy Leary, Aldous Huxley, and Huston Smith as well as Francis Crick and Steve Jobs, Fadiman shows how psychedelics, used wisely, can lead not only to healing but also to scientific breakthroughs and spiritual epiphanies.;;http://books.google.com/books/content?id=ZFdhcAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;3.5;;352;en;;;;;;Fadiman,James;Park Street Press;Body, Mind & Spirit;;read;2022-08-27;2022-09-01
2022-02-27;2022-03-03;ECB44D0A-7461-43B9-9A3C-3FCDD38477BF;yds4DgAAQBAJ;GOOGLE_BOOKS;The Rape Of Nanking;;http://books.google.de/books?id=yds4DgAAQBAJ&hl=&source=gbs_api;BOOKSHELF;PAPERBACK;046502825X;9780465028252;2014-03-11;"<b>The <i>New York Times </i>bestselling account of one of history's most brutal -- and forgotten -- massacres, when the Japanese army destroyed China's capital city on the eve of World War II</b><br><br> In December 1937, one of the most horrific atrocities in the long annals of wartime barbarity occurred. The Japanese army swept into the ancient city of Nanking (what was then the capital of China), and within weeks, more than 300,000 Chinese civilians and soldiers were systematically raped, tortured, and murdered. In this seminal work, Iris Chang, whose own grandparents barely escaped the massacre, tells this history from three perspectives: that of the Japanese soldiers, that of the Chinese, and that of a group of Westerners who refused to abandon the city and created a safety zone, which saved almost 300,000 Chinese.<br><br> Drawing on extensive interviews with survivors and documents brought to light for the first time, Iris Chang's classic book is the definitive history of this horrifying episode.<br><br><br><br><br><b>""Chang vividly, methodically, records what happened, piecing together the abundant eyewitness reports into an undeniable tapestry of horror."" - Adam Hochschild, <i>Salon</i></b><br>";http://books.google.com/books/publisher/content?id=yds4DgAAQBAJ&printsec=frontcover&img=1&zoom=2&edge=curl&imgtk=AFLRE738pjOiXUz6aKJ7VdyvHKtwMxYtU8B_tIs6-Dep8gCWvyZhL3GK8f_jkFpk1Rqp7oBQEKwLQ7AfJwAvwo_Yy6eAKqJH-OLAYyNJ6aZyJIKsdBIKkbE1UQwn2PRer4VND4cUKMGc&source=gbs_api;http://books.google.com/books/publisher/content?id=yds4DgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&imgtk=AFLRE70gvjvwTY0AN3siNXQeZJ7IrHXfWz-RC9yDiaCFa8ZP5MyoRK0LmNcwwLFPjBGXC4pdwHo19fmtuxp7WjCesHnw7MAxiIrZaflwN9CgmnwM1JX_SfooP_jDhHlfBpfcSf0D1VLo&source=gbs_api;4.0;;360;en;;;;;;Chang,Iris;Hachette UK;"20th Century;Asia;China;History;Japan;Military;Modern;World War II";;read;2022-02-27;2022-03-03
2022-09-02;2022-09-22;C4EB85AD-0D86-4B25-8838-9A875E2AEEEE;2GxGtAEACAAJ;GOOGLE_BOOKS;The Shortest History of Germany;;http://books.google.de/books?id=2GxGtAEACAAJ&dq=isbn:9781910400739&hl=&cd=1&source=gbs_api;BOOKSHELF;PAPERBACK;1910400734;9781910400739;2018-03-24;'The Shortest History of Germany' takes us on an unforgettable grand tour of what really matters in German history. He tells the story of Europe's most admired and feared country, from Julius Caesar to Angela Merkel.;;http://books.google.com/books/content?id=2GxGtAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;3.0;;226;en;;;;;;Hawes,James;Old Street Publishing;;;read;2022-09-02;2022-09-03
2021-04-13;2021-04-13;E49ECE63-9D96-4784-AC18-7F4DB2901C89;44661391;GOODREADS;Tiny Homes;;https://www.goodreads.com/book/show/44661391-tiny-homes;BOOKSHELF;PAPERBACK;374192105X;9783741921056;2019-07-01;The illustrated book Tiny Homes presents in more than 300 impressive images the wide variety of small homes.;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1557003856l/44661391._SX98_.jpg;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1557003856l/44661391._SX50_.jpg;2.0;;336;;;;;;;Martinez,Alonso Claudia;Koenemann;;;read;2020-04-13;2020-04-13
2022-07-20;2022-08-29;4146C753-F789-4089-93B2-16CFDCA6FC41;UFOfAAAACAAJ;GOOGLE_BOOKS;Traum und Traumdeutung;;http://books.google.de/books?id=UFOfAAAACAAJ&dq=isbn:9783423351737&hl=&cd=1&source=gbs_api;BOOKSHELF;PAPERBACK;342335173X;9783423351737;2001-01-01;Die Traumdeutung gehört zum Kern jeder psychologischen Schule. Wie alle Forscher hat auch Jung das, was in Träumen zum Ausdruck kommt, in seine psychologischen und therapeutischen Überlegungen miteinbezogen. Jung hat den Traum als symbolische Ausdrucksform der spontanen Selbstdarstellung des Unbewußten in seiner aktuellen Situation verstanden. Für die Deutung der Bildersprache stellt er einen sehr breiten Kontext her, indem er auch überindividuelles, kulturelles Material wie Märchen, Mythen, Religion, Kunst und Díchtung miteinbezog. Dieser Band versammelt die wichtigsten Arbeiten Jungs über den Traum und die psychologische Traumdeutung.;;http://books.google.com/books/content?id=UFOfAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;374;de;;;;;;Jung,Carl G.;Dt. Taschenbuch-Verlag;Dreams;;read;2022-07-20;2022-07-25
2022-07-04;2022-08-01;359E230D-F7DB-4EDB-8265-DFF08A43819C;iVwQzQEACAAJ;GOOGLE_BOOKS;Typologie;;http://books.google.de/books?id=iVwQzQEACAAJ&dq=isbn:3423351721&hl=&cd=2&source=gbs_api;BOOKSHELF;PAPERBACK;3423351721;9783423351720;;"Die Typologie der menschlichen Psyche ist ein zentraler Aspekt des Werkes von C.G. Jung. Jung stellt dabei die beiden Grundtypen der Extraversion und der Intraversion gegenüber, je nachdem, ob die seelischen Energien vorwiegend nach außen, auf die Objekte, oder nach innen, auf das Selbst, gerichtet sind. Jeder der beiden Typen erhält von Jung noch vier Funktionen zu geschrieben - Denken, Fühlen, Empfinden und Intuition. Diese Typologie ordnet Jung dann in die Beschreibung des Individuationsprozesses ein; Im Bewußtwerden der beiden Grundtypen und der vier Funktionen kann das Individuum zu seiner Ganzheit finden. Dabei ist die Typenlehre kein System zur Schematisierung, sondern ein Weg, sich im Entwicklungsprozeß zu orientieren und Verständnis für sich und die Welt zu finden.";;http://books.google.com/books/content?id=iVwQzQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;211;de;;;;;;Jung,Carl Gustav;Dt. Taschenbuch-Verlag;Individuality;;read;2022-07-04;2022-07-07
2022-12-17;2022-12-20;47358A21-ED48-4D11-A725-6F540D5CE22C;1TylGAAACAAJ;GOOGLE_BOOKS;Über das Böse;;http://books.google.de/books?id=1TylGAAACAAJ&hl=&source=gbs_api;BOOKSHELF;PAPERBACK;3492250637;9783492250634;2007-01-01;;http://books.google.com/books/content?id=1TylGAAACAAJ&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE71FCCH2uLYTLfCJfLAxmNNnj2vJ8xQK0KqSMaIQQHY73U94GaiEzj4ngmLpYk3GhbjKXIu5RnkY-EtWkkXPay4NxybSZy2Z9Lo7xEXjyteIhU0J3TPszdLvqLej9cWMF_L269Wb&source=gbs_api;http://books.google.com/books/content?id=1TylGAAACAAJ&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE71FCCH2uLYTLfCJfLAxmNNnj2vJ8xQK0KqSMaIQQHY73U94GaiEzj4ngmLpYk3GhbjKXIu5RnkY-EtWkkXPay4NxybSZy2Z9Lo7xEXjyteIhU0J3TPszdLvqLej9cWMF_L269Wb&source=gbs_api;;;199;de;;;;;;Arendt,Hannah;Piper;;;read;2022-12-17;2022-12-20
2022-03-18;2022-03-21;EDA7110B-A371-469B-AE57-A728E15E7253;-3REAQAAMAAJ;GOOGLE_BOOKS;Über Psychoanalyse;;http://books.google.de/books?id=-3REAQAAMAAJ&hl=&source=gbs_api;BOOKSHELF;EBOOK;;;;;http://books.google.com/books/content?id=-3REAQAAMAAJ&printsec=frontcover&img=1&zoom=2&imgtk=AFLRE70SA5Wgmrj3J4ikVxbe_xtZlLxxBmC2WhTsz6b9dPsQjSHq9mOcAt2tw9BU8P-PtGR6JXVrI8ZKyBUyfczwByuv904rbDP-TzVD77asqhMdi56WGzymZ4mR-VIusAp1SuzMejTY&source=gbs_api;http://books.google.com/books/content?id=-3REAQAAMAAJ&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE70GcqRIWlJuHVhioh8oJvdNszFyvTlVjsOrL2cBS_NHDdTcVTNuFCkkRA8OLux03GEtsY_TYB8N931iU8QQB7xt8kGsDPDiDIZknhv5gV3FNUf_JPExQ_Qijm8aFmV7ewWjJe8W&source=gbs_api;;;62;de;;;;;;Freud,Sigmund;F. Deuticke;;;read;2022-03-18;2022-03-21
2021-04-09;2022-02-14;E2908F6E-28B0-4621-8C84-8B8FE66C28F1;n98BPgAACAAJ;GOOGLE_BOOKS;Überleben im Stress;;http://books.google.de/books?id=n98BPgAACAAJ&hl=&source=gbs_api;BOOKSHELF;PAPERBACK;3453073320;9783453073326;;Das Autogene Training bietet eine hervorragende Möglichkeit, den Teufelskreis psychischer Belastungen zu durchbrechen, Ruhe und Entspannung zu trainieren und Angstzustände abzubauen. Das vorliegende Standardwerk, ein leicht verständliches Uebungsbuch für Autogenes Training, ist eine wertvolle Hilfe für alle Stressgeschädigten auf dem Weg zu körperlicher, psychischer und sozialer Gesundheit.;;;4.0;;203;de;;;;;;Lindemann,Hannes;Heyne;"Health care;Psychology";"Autogenic training |||#376B38;Globetrotter|||#376B38";read;2020-10-31;2020-10-31
2022-05-07;2022-05-12;EF72B114-D381-4B09-B516-0D8CD722A46C;YKsdDAAAQBAJ;GOOGLE_BOOKS;Untenrum frei;;http://books.google.de/books?id=YKsdDAAAQBAJ&hl=&source=gbs_api;BOOKSHELF;EBOOK;3644056110;9783644056114;2016-09-08;SEX. MACHT. SPASS. UND PROBLEME.<br>In ihrem Debüt «Untenrum frei» schreibt die Autorin und Spiegel-Online-Kolumnistin Margarete Stokowski über die kleinen schmutzigen Dinge und über die großen Machtfragen. Es geht darum, wie die Freiheit im Kleinen mit der Freiheit im Großen zusammenhängt, und am Ende wird deutlich: Es ist dieselbe. Mit scharfsinnigem Blick auf die Details gelingt ihr ein persönliches, provokantes und befreiendes Buch.<br>Stokowski erzählt von dem frühen Wunsch, unbedingt als Mädchen wahrgenommen zu werden, von unzulänglichem Aufklärungsunterricht, von Haaren und Enthaarung, von Gewalterlebnissen, von Sex, von Liebe und vom Feminismus. Und sie verbindet ihre wunderbar erzählten persönlichen Erlebnisse mit philosophischen, politischen und wissenschaftlichen Analysen und zeigt damit: Sie ist mit ihren Erfahrungen nicht alleine. Wir fühlen uns als freie, aufgeklärte Individuen, aber erst wenn wir Geschichte um Geschichte zusammentragen, wird die kollektive Schieflage, die strukturelle Ungleichheit sichtbar. Dennoch: «Wenn ich Geschichten aus meinem Leben erzähle, dann nicht, um langsam, aber sicher ein Bild von mir als Vollopfer aufzubauen», schreibt Stokowski – im Gegenteil. Ihr geht es um eine «Ent-Opferung». Humorvoll und klug geht sie damit der Frage nach, wie politisch das Private noch immer ist.<br>«Der Feminismus erklärt mir nicht, warum der Bus nicht auf mich wartet. Aber er erklärt mir, warum ich mich für mein Zuspätkommen entschuldigen werde, auch wenn ich nicht schuld war, sondern der Bus zu früh gefahren ist. Er erklärt mir, warum viele der Frauen, die ich kenne, sich auch noch entschuldigen würden, wenn sie von einem Meteoriten getroffen werden.»<br>;http://books.google.com/books/publisher/content?id=YKsdDAAAQBAJ&printsec=frontcover&img=1&zoom=2&edge=curl&imgtk=AFLRE73mk-ZB_3zRk5Yz096p2eX7r1pCnTGyx5Uw3wmOnyuOmKkBDuJIHOPJrju39M739gkW_QLtldk0DWBBHuN4CdfffPSs2DHSVG6ENeLDJIfLQTMW3g-1185hOyD-AaUDn3XrqpUc&source=gbs_api;http://books.google.com/books/publisher/content?id=YKsdDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&imgtk=AFLRE70aASWhIZGQ0AMD9X_mptrBt-yDkUs1SmZVBmQ1mXudiRMOhr6x1K17SYlq5Rpe6jNsNitGc6_aSIB6MHBZZxh63UKncil-jUN3PLECJKKhImLouTrZ5XH0xjBdj5QOjIJ7Maxv&source=gbs_api;;;256;de;;;;;;Stokowski,Margarete;Rowohlt Verlag GmbH;"Essays;Feminism & Feminist Theory;Human Sexuality;Literary Collections;Psychology;Social Science";;read;2022-05-07;2022-05-08
2023-01-18;2023-01-20;4B9998A7-5601-4EF0-A1B0-8CD3E1013239;jxMlngEACAAJ;GOOGLE_BOOKS;Unterm Rad;;http://books.google.de/books?id=jxMlngEACAAJ&dq=Hesse+unterm+rad&hl=&cd=2&source=gbs_api;BOOKSHELF;PAPERBACK;;;1972-01-01;;;;;;165;de;;;;;;Hesse,Hermann;Suhrkamp;;;read;2023-01-19;2023-01-20
2021-11-22;2022-02-20;130694CC-B8FF-49C6-8274-6A45690D6223;7LJ3DwAAQBAJ;GOOGLE_BOOKS;Unverfügbarkeit;;http://books.google.de/books?id=7LJ3DwAAQBAJ&hl=&source=gbs_api;BOOKSHELF;PAPERBACK;3701745870;9783701745876;2018-12-12;"Ein fundiertes Plädoyer für eine Gesellschaft, die der Verfügbarkeit der Welt Grenzen setzt. Das zentrale Bestreben der Moderne gilt der Vergrößerung der eigenen Reichweite, des Zugriffs auf die Welt: Diese verfügbare Welt ist jedoch, so Hartmut Rosas brisante These, eine verstummte, mit ihr gibt es keinen Dialog mehr. Gegen diese fortschreitende Entfremdung zwischen Mensch und Welt setzt Rosa die ""Resonanz"", als klingende, unberechenbare Beziehung mit einer nicht-verfügbaren Welt. Zur Resonanz kommt es, wenn wir uns auf Fremdes, Irritierendes einlassen, auf all das, was sich außerhalb unserer kontrollierenden Reichweite befindet. Das Ergebnis dieses Prozesses lässt sich nicht vorhersagen oder planen, daher eignet dem Ereignis der Resonanz immer auch ein Moment der Unverfügbarkeit.";http://books.google.com/books/publisher/content?id=7LJ3DwAAQBAJ&printsec=frontcover&img=1&zoom=2&edge=curl&imgtk=AFLRE72MpS7SL_T_QPcEQDicnUUh0d1SBPNoruvs1dXLstKUwruFaSFAQHwWdA-HW4rWaUJHlsovcOyVUpKjntmfBz4xK7bVabJ9w9UPnwWkxdPJFMWzFjhP26oceUvweyXVzttEXfSD&source=gbs_api;http://books.google.com/books/publisher/content?id=7LJ3DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&imgtk=AFLRE73Oyv7DIOKLqRoa9BBAEK0k0F0mGW15oRG_g0p10l8psdDOJ3t7huk7DxFxAqPcKLrE2BcpudKJ-9OflhmMGl7cm0rCwqm9zUrLNyH9FhfZupCmpVkFlwc3EPUt_uJkEbYLTu2q&source=gbs_api;;;136;de;;;;;;Rosa,Hartmut;Residenz Verlag;"General;Social Science;Sociology";;read;2021-12-17;2022-02-20
2021-04-09;2021-04-09;5D67E2BE-8598-4004-865B-EFAC131594A8;vs0AAAAAcAAJ;GOOGLE_BOOKS;Von der Macht des Gemüthes durch den bloßen Vorsatz seiner krankhaften Gefühle Meister zu sein;;http://books.google.de/books?id=vs0AAAAAcAAJ&hl=&source=gbs_api;BOOKSHELF;PAPERBACK;;;;;http://books.google.com/books/content?id=vs0AAAAAcAAJ&printsec=frontcover&img=1&zoom=2&edge=curl&imgtk=AFLRE72XwUO7nXw-VxJQDXGlVchGkUGeO2MvS9YS6WSHaRdzqVS6UmudgIFXN7RMaWSVNR6zvvo656WVO6oY70ng_coei1DLR1Qy5IJlmkQn3li3bvUsyljYJ-L5BNjjRv76ej0clj6G&source=gbs_api;http://books.google.com/books/content?id=vs0AAAAAcAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&imgtk=AFLRE734_17mSKCc3IRZe_u9zb3i9o11y5D9RsYgIhHCMVP6FLZkkfgtN22_Hnb5bmfwqIoFXePtstgz57H1ff_qRe3a5m_jeAu-ALZEC9QhDfW_OsaVpwmi2J-DS_3VLGxamEkXVHRn&source=gbs_api;;;88;de;;;;;;Kant,Immanuel;C. Geibel;"Health care;Psychology";Self-Developement|||#020066;read;2021-03-14;2021-03-14
2022-07-27;2022-07-28;AAACDAFF-B4DA-4139-9F28-783FC02D280F;BRk9AQAAIAAJ;GOOGLE_BOOKS;Weltpolitisches wanderbuch;;http://books.google.de/books?id=BRk9AQAAIAAJ&q=Weltpolitisches+wanderbuch&dq=Weltpolitisches+wanderbuch&hl=&cd=1&source=gbs_api;BOOKSHELF;PAPERBACK;;;1918-01-01;;http://books.google.com/books/content?id=BRk9AQAAIAAJ&printsec=frontcover&img=1&zoom=2&imgtk=AFLRE72DQ90sDRnwP5nvhsQqmJGj_qxq05BujvibodTCFh6po4ZIQktHJfLLP2jaEfSfrZhVDEFPZD-OAdTAqOLStY8AHVIMwEtW4qijGkSfNmZa_kDBZit3vgw7w9MhTzjrOLUal3XG&source=gbs_api;http://books.google.com/books/content?id=BRk9AQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;303;de;;;;;;Rohrbach,Paul;K.R. Langewiesche;Civilization;;read;2022-07-26;2022-07-28
2021-05-01;2021-05-09;EF40CED5-674E-45BE-A319-DE6FFB7C6404;7117371;GOODREADS;Worte Lebendiger Stille;;https://www.goodreads.com/book/show/7117371-worte-lebendiger-stille;BOOKSHELF;PAPERBACK;3451233959;9783451233951;;;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358370616l/7117371._SY160_.jpg;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358370616l/7117371._SY75_.jpg;2.0;;127;de;;;;;;;;"Health care;Philosophie";"Buddhism|||#982ABC;Meditation|||#376B38;Philosophie|||#100C14C";read;2021-05-01;2021-05-01
2023-01-12;2023-01-14;19154DAC-82AF-4C42-A9B2-699C9FE4D5AD;NyPdAAAACAAJ;GOOGLE_BOOKS;Zarathustras Wiederkehr;;http://books.google.de/books?id=NyPdAAAACAAJ&hl=&source=gbs_api;BOOKSHELF;PAPERBACK;3518387286;9783518387283;1993-01-01;Neben dem bekannten zeitkritischen Aufruf »Zarathustras« Wiederkehr, den Hesse im Februar 1919 als Antwort auf die Spartakistenaufstände der Novemberrevolution von 1918 anonym als »Wort an die deutsche Jugend von einem Deutschen« in Form einer brochierten Flugschrift veröffentlichte, enthält dieser Band noch weitere teils in Zeitungen und Zeitschriften, teils als Rundschreiben verbreitete Stellungnahmen des Dichters zu den politischen Polarisierungen in Deutschland und Europa von 1918 bis nach dem Zweiten Weltkrieg. In einer Sammelreplik auf die »Haßbriefe« (1921), die Hesse aus dem deutschnationalen Lager erhielt, zeigt er die kulturpolitischen Wurzeln des Nationalismus als Wegbereiter zum Faschismus und Nationalsozialismus. Mit den Rundbriefen »An einen Kommunisten« (1931) setzt er sich mit dem Pro und Contra der ideologischen Alternative auseinander, mit den politischen Gruppierungen, die aus dem Marxismus hervorgegangen sind. (Die zweite Version seines »Briefes an einen Kommunisten«, die erst 1989 entdeckt wurde, wird hier erstmals veröffentlicht.) In seinem Nachwort umreißt der Herausgeber Hesses autonome Position zwischen den ideologischen Fronten, die sowohl von rechten als auch von linken »Realpolitikern« als idealistische Humanitätsduselei verworfen wurde und Hesse den Ruf eingebracht hat ein »linker Romantiker« zu sein.;http://books.google.com/books/content?id=NyPdAAAACAAJ&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE73-6T0fbDjVdBPxh2R1G31rEmCToqWdSKFpPo6FqHVcja4LcKcDy9JCE8oWXHDQ7vLFNUoYKaYz20DzKW-uDuZXB4-9vUqyBWpPcs32GjU62PFQtEDY3QcsLxLCUBDqNxIfao-7&source=gbs_api;http://books.google.com/books/content?id=NyPdAAAACAAJ&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE73-6T0fbDjVdBPxh2R1G31rEmCToqWdSKFpPo6FqHVcja4LcKcDy9JCE8oWXHDQ7vLFNUoYKaYz20DzKW-uDuZXB4-9vUqyBWpPcs32GjU62PFQtEDY3QcsLxLCUBDqNxIfao-7&source=gbs_api;;;133;de;;;;;;Hesse,Hermann;Suhrkamp;;;read;2023-01-12;2023-01-14
2022-10-07;2022-10-09;7CFD578C-1DF6-48A0-AF90-EA84BB36ED73;zx_5zgEACAAJ;GOOGLE_BOOKS;Zeitgemäßes über Krieg und Tod | Warum Krieg? Der Briefwechsel mit Albert Einstein;;http://books.google.de/books?id=zx_5zgEACAAJ&hl=&source=gbs_api;BOOKSHELF;PAPERBACK;3150142768;9783150142769;2022-04-08;;;;;;100;de;;;;;;Freud,Sigmund;Reclam Philipp Jun.;;;read;2022-10-07;2022-10-09
